batch,run,preset,count,mean_attunement,std_attunement,att_min,att_p95,att_max,mean_stress,std_stress,stress_min,stress_p95,stress_max,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
222853,1,default,5000,0.6592087149620056,0.39613088965415955,1.1406294560236668e-17,0.9999657869338989,0.9999999403953552,0.703227162361145,0.2590312063694,0.02733888104557991,0.9868195652961731,1.0,0.6217397144324869,0.18141381395441272,0.4933191239833832,0.9090996980667114,0.054692305624485016,0.4610040881912962,0.5755395683453237,0.26298960831334933,0.01598721023181455,0.36930455635491605,0.0015987210231814548,0.03677058353317346,5000,,,,,,,,,9.0,0.1,1,1.2,0,2.0,1.0,0.0
