batch,run,preset,count,mean_attunement,std_attunement,mean_stress,std_stress,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
940847,0,default_theory,5000,0.003347570076584816,0.016177602112293243,0.6214646697044373,0.1260032057762146,0.6627895687457374,0.17996680297755266,0.5023182034492493,0.9649932384490967,0.05408361181616783,0.4802039654297884,0.9696243005595524,0.2917665867306155,0.0007993605115907274,0.4060751398880895,0.002398081534772182,0.030375699440447643,5000,,,,,,,,,,,,,,,,
