batch,run,preset,count,mean_attunement,std_attunement,att_min,att_p95,att_max,mean_stress,std_stress,stress_min,stress_p95,stress_max,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
985646,2,default_v2_calibrated,5000,0.6797966957092285,0.3882632851600647,1.4430590056235815e-10,0.9999797642230988,0.9999998211860657,0.6921252012252808,0.26788198947906494,0.024995209649205208,0.9844861924648285,0.999999463558197,5000,,,,,,,,,0.6308551185803829,0.18778932773216384,0.4892788827419281,0.8642730116844177,0.05449680611491203,0.4500955355543119,0.5947242206235012,0.2917665867306155,0.02478017585931255,0.4052757793764988,0.0007993605115907274,0.03437250199840128,9.0,0.1,1,1.2,0,2.0,1.0,0.0
985646,4,default_v2_calibrated,5000,0.6666525602340698,0.3927540183067322,9.782343803170512e-18,0.9999756515026093,0.9999998211860657,0.693813681602478,0.2703039050102234,0.03699447959661484,0.9860239624977112,1.0,5000,,,,,,,,,0.6259896458148194,0.1812086756253499,0.4993118345737457,0.8573996424674988,0.05481371656060219,0.46731360927507054,0.5675459632294164,0.2805755395683453,0.027977617905675458,0.3844924060751399,0.002398081534772182,0.03117505995203837,9.0,0.1,1,1.2,0,2.0,1.0,0.0
985646,0,default_v2_calibrated,5000,0.6551085710525513,0.39831697940826416,1.226173117174767e-05,0.9999609291553497,1.0,0.6995102763175964,0.26413026452064514,0.018092673271894455,0.9869411885738373,0.9999820590019226,5000,,,,,,,,,0.6202759235072955,0.18910179229720375,0.5075280666351318,0.8960903286933899,0.05410304293036461,0.4799997898449244,0.5499600319744204,0.26298960831334933,0.015187849720223821,0.390087929656275,0.0007993605115907274,0.030375699440447643,9.0,0.1,1,1.2,0,2.0,1.0,0.0
985646,3,default_v2_calibrated,5000,0.6605414748191833,0.3963213860988617,2.1514269974431954e-06,0.9999571144580841,0.9999999403953552,0.7004536986351013,0.26456978917121887,0.019203227013349533,0.9855757057666779,0.9998816251754761,5000,,,,,,,,,0.6208531134467807,0.18436198539896428,0.5084594488143921,0.9124469757080078,0.05440095067024231,0.4538925640838895,0.574740207833733,0.2741806554756195,0.017585931254996003,0.38848920863309355,0.0015987210231814548,0.027977617905675458,9.0,0.1,1,1.2,0,2.0,1.0,0.0
985646,1,default_v2_calibrated,5000,0.6728192567825317,0.39251333475112915,3.3603178573038406e-10,0.9999752342700958,0.9999997615814209,0.6979984641075134,0.2675243020057678,0.019100084900856018,0.9871143698692322,0.9999962449073792,5000,,,,,,,,,0.6218936752787025,0.19066807261709462,0.5011361241340637,0.9006916284561157,0.0545794814825058,0.45284867554428065,0.5715427657873701,0.2717825739408473,0.017585931254996003,0.3996802557953637,0.0,0.03916866506794564,9.0,0.1,1,1.2,0,2.0,1.0,0.0
617509,3,default_v2_calibrated,5000,0.6588068604469299,0.39848726987838745,1.3547961316362489e-05,0.9999820291996002,0.9999999403953552,0.6968662142753601,0.26545804738998413,0.014933033846318722,0.9840921759605408,0.9998917579650879,5000,,,,,,,,,0.6243226451458309,0.1871791468733002,0.4994189739227295,0.8923904895782471,0.054501380771398544,0.45812153071872325,0.5507593924860112,0.2765787370103917,0.017585931254996003,0.3749000799360512,0.0007993605115907274,0.04396482813749001,9.0,0.1,1,1.2,0,2.0,1.0,0.0
617509,0,default_v2_calibrated,5000,0.6235080361366272,0.40617653727531433,8.317675082025744e-08,0.9999553263187408,0.9999998211860657,0.6984075903892517,0.26703283190727234,0.0275145024061203,0.9863757193088531,0.9999794363975525,5000,,,,,,,,,0.6213062225962334,0.18610865374152888,0.5129145383834839,0.9067773222923279,0.05319521203637123,0.4818547165310152,0.5363709032773781,0.26139088729016785,0.01598721023181455,0.3876898481215028,0.003996802557953637,0.023181454836131096,9.0,0.1,1,1.2,0,2.0,1.0,0.0
617509,1,default_v2_calibrated,5000,0.6448975801467896,0.4014134705066681,7.29979916513912e-08,0.999964028596878,0.9999995231628418,0.6964561343193054,0.26659145951271057,0.016027357429265976,0.9854042232036591,0.9999794960021973,5000,,,,,,,,,0.6249296628504539,0.18497475061860305,0.5005372166633606,0.8806126117706299,0.053792767226696014,0.4737301274430942,0.5795363709032774,0.27258193445243806,0.023181454836131096,0.37090327737809753,0.0031974420463629096,0.025579536370903277,9.0,0.1,1,1.2,0,2.0,1.0,0.0
617509,2,default_v2_calibrated,5000,0.6295648217201233,0.4055894613265991,2.1342054512540898e-10,0.9999484717845917,0.9999997615814209,0.7008111476898193,0.2642260789871216,0.020901789888739586,0.9867512583732605,0.9999964237213135,5000,,,,,,,,,0.618202879131555,0.18242961055607806,0.5089299082756042,0.8979515433311462,0.054502345621585846,0.4907877890532352,0.5243804956035172,0.2573940847322142,0.016786570743405275,0.36370903277378097,0.0,0.02877697841726619,9.0,0.1,1,1.2,0,2.0,1.0,0.0
617509,4,default_v2_calibrated,5000,0.6279441714286804,0.40388160943984985,3.853701855405234e-06,0.9999572336673737,0.9999996423721313,0.6999156475067139,0.2637610137462616,0.01916354149580002,0.9853685200214386,0.9983589053153992,5000,,,,,,,,,0.6224978266717147,0.18218502499241163,0.5097841024398804,0.8967205286026001,0.054445140063762665,0.48389062275745265,0.5403677058353318,0.2797761790567546,0.011990407673860911,0.3964828137490008,0.0007993605115907274,0.02877697841726619,9.0,0.1,1,1.2,0,2.0,1.0,0.0
135567,1,default_v2_calibrated,5000,0.6571808457374573,0.3961073160171509,3.927662977297984e-15,0.9999809861183167,0.9999998211860657,0.696596622467041,0.26870205998420715,0.019362499937415123,0.9863201677799225,0.9999998807907104,5000,,,,,,,,,0.6261240629841098,0.1872309723234405,0.4991157352924347,0.8826423287391663,0.05353506654500961,0.45822920512853205,0.5643485211830536,0.2821742605915268,0.032773780975219824,0.39408473221422863,0.0007993605115907274,0.02717825739408473,9.0,0.1,1,1.2,0,2.0,1.0,0.0
135567,3,default_v2_calibrated,5000,0.6571078896522522,0.3977915942668915,5.029731255490333e-06,0.9999876618385315,0.9999999403953552,0.6933739185333252,0.2692813575267792,0.005849083885550499,0.9856686592102051,0.9993253350257874,5000,,,,,,,,,0.6261231792297104,0.19248825203955366,0.5061410665512085,0.8600060343742371,0.05385595187544823,0.4567853079146172,0.5419664268585132,0.2789768185451639,0.03357314148681055,0.40207833733013587,0.0015987210231814548,0.04476418864908074,9.0,0.1,1,1.2,0,2.0,1.0,0.0
135567,0,default_v2_calibrated,5000,0.6146864295005798,0.4069082736968994,5.749522023787777e-19,0.9999478459358215,0.9999992251396179,0.6987934708595276,0.2669413685798645,0.01747015118598938,0.9869476556777954,1.0,5000,,,,,,,,,0.6240227290337605,0.1891730339356626,0.49846553802490234,0.9237483143806458,0.05304865539073944,0.4957639135965967,0.5363709032773781,0.2821742605915268,0.013589128697042365,0.39248601119104715,0.0031974420463629096,0.020783373301358914,9.0,0.1,1,1.2,0,2.0,1.0,0.0
135567,4,default_v2_calibrated,5000,0.65804123878479,0.3966997563838959,6.468677838711301e-06,0.9999542236328125,0.9999998211860657,0.6956174373626709,0.2611968219280243,0.01784486323595047,0.9856863915920258,0.9999876022338867,5000,,,,,,,,,0.6257729656357083,0.17846694383330297,0.5045121312141418,0.871316134929657,0.053753409534692764,0.474227957281587,0.5739408473221422,0.2717825739408473,0.01598721023181455,0.381294964028777,0.0015987210231814548,0.027977617905675458,9.0,0.1,1,1.2,0,2.0,1.0,0.0
135567,2,default_v2_calibrated,5000,0.6573703289031982,0.3972218632698059,7.383167712760041e-07,0.999958336353302,0.9999995827674866,0.6991298198699951,0.263251930475235,0.024293072521686554,0.9878822267055511,0.9998432993888855,5000,,,,,,,,,0.6230569798692907,0.18696520159254398,0.5119624137878418,0.8970950245857239,0.054383423179388046,0.4680332787987068,0.5675459632294164,0.2741806554756195,0.017585931254996003,0.381294964028777,0.0007993605115907274,0.02877697841726619,9.0,0.1,1,1.2,0,2.0,1.0,0.0
621205,2,default_v2_calibrated,5000,0.6647764444351196,0.39508023858070374,3.030941608805904e-10,0.9999808967113495,0.9999998807907104,0.6925252676010132,0.26716387271881104,0.009555705823004246,0.9863510131835938,0.9999952912330627,5000,,,,,,,,,0.6252742221982455,0.18566357010918041,0.5039111971855164,0.8545848727226257,0.054807569831609726,0.46371849664754206,0.583533173461231,0.2749800159872102,0.029576338928856916,0.3996802557953637,0.0007993605115907274,0.02717825739408473,9.0,0.1,1,1.2,0,2.0,1.0,0.0
