batch,run,preset,count,mean_attunement,std_attunement,mean_stress,std_stress,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
940847,1,default_theory,5000,0.0034924086648970842,0.013107570819556713,0.6210665106773376,0.1258089393377304,0.6615245023743808,0.18901795281287037,0.5050057768821716,0.9538618922233582,0.05432652682065964,0.45367457241647774,0.9568345323741008,0.2885691446842526,0.0007993605115907274,0.407673860911271,0.0015987210231814548,0.04316546762589928,5000,,,,,,,,,,,,,,,,
