batch,run,preset,count,mean_attunement,std_attunement,mean_stress,std_stress,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
243043,1,default_theory,5000,0.003135072998702526,0.012618458829820156,0.6208471655845642,0.1272365003824234,5000,,,,,,,,,0.6621788170078485,0.18306523060326088,0.4995204508304596,0.9246168732643127,0.05368870124220848,0.4853877204572328,0.9720223820943246,0.2981614708233413,0.003996802557953637,0.4132693844924061,0.0007993605115907274,0.027977617905675458,,,,,,,,
243043,0,default_theory,5000,0.0029872029554098845,0.01171600166708231,0.6214688420295715,0.12963590025901794,5000,,,,,,,,,0.6627094634145284,0.18177084615170136,0.49720242619514465,0.9655502438545227,0.05447932332754135,0.47764939769654335,0.9640287769784173,0.3173461231015188,0.0007993605115907274,0.4324540367705835,0.002398081534772182,0.03597122302158273,,,,,,,,
940847,1,default_theory,5000,0.0034924086648970842,0.013107570819556713,0.6210665106773376,0.1258089393377304,5000,,,,,,,,,0.6615245023743808,0.18901795281287037,0.5050057768821716,0.9538618922233582,0.05432652682065964,0.45367457241647774,0.9568345323741008,0.2885691446842526,0.0007993605115907274,0.407673860911271,0.0015987210231814548,0.04316546762589928,,,,,,,,
940847,0,default_theory,5000,0.003347570076584816,0.016177602112293243,0.6214646697044373,0.1260032057762146,5000,,,,,,,,,0.6627895687457374,0.17996680297755266,0.5023182034492493,0.9649932384490967,0.05408361181616783,0.4802039654297884,0.9696243005595524,0.2917665867306155,0.0007993605115907274,0.4060751398880895,0.002398081534772182,0.030375699440447643,,,,,,,,
