batch,run,preset,count,mean_attunement,std_attunement,mean_stress,std_stress,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
330562,0,default_theory,5000,0.003179945982992649,0.014079802669584751,0.6224567294120789,0.12361439317464828,0.662833004189338,0.17996114964088766,0.49299389123916626,0.9638785123825073,0.053387708961963654,0.4657399329821394,0.9760191846522782,0.302158273381295,0.0,0.4028776978417266,0.003996802557953637,0.023980815347721823,5000,,,,,,,,,,,,,,,,
