batch,run,preset,count,mean_attunement,std_attunement,att_min,att_p95,att_max,mean_stress,std_stress,stress_min,stress_p95,stress_max,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
843672,0,default,100,0.847615122795105,0.29869067668914795,1.2248418425342411e-12,0.9999995231628418,0.9999999403953552,0.7311238050460815,0.284416139125824,0.04905178025364876,0.9999561309814453,0.9999996423721313,100,,,,,,,,,0.5813747715950012,0.22960360668495242,0.49263298511505127,0.18593353033065796,0.10612660646438599,0.35106405707774685,0.73,0.23,0.09,0.48,0.0,0.11,9.0,0.1,1,1.2,0,2.0,1.0,0.0
718663,0,default,100,0.917287290096283,0.22105559706687927,3.07543538873641e-15,0.9999994069337845,0.9999998211860657,0.712937593460083,0.2772219479084015,0.011208764277398586,0.9993053138256073,0.9999998807907104,100,,,,,,,,,0.5921121311187744,0.202484850124456,0.431911826133728,0.18829922378063202,0.10283815115690231,0.30862759152892977,0.8,0.22,0.08,0.44,0.01,0.12,9.0,0.1,1,1.2,0,2.0,1.0,0.0
197506,0,default,100,0.9274686574935913,0.18857938051223755,1.4270958333489487e-17,0.999999287724495,0.9999998211860657,0.6899999380111694,0.29504355788230896,0.024262478575110435,0.9994328588247299,1.0,100,,,,,,,,,0.6016886883974075,0.20487380994847626,0.42877131700515747,0.19930964708328247,0.10662273317575455,0.3097935329377651,0.72,0.28,0.03,0.43,0.01,0.16,9.0,0.1,1,1.2,0,2.0,1.0,0.0
400653,0,default,100,0.822841465473175,0.3167375922203064,9.168762754238613e-13,0.999999588727951,0.9999999403953552,0.7470596432685852,0.26362958550453186,0.07131987065076828,0.9997896194458008,0.9999991655349731,100,,,,,,,,,0.5752375677227974,0.22462491064127335,0.4729243516921997,0.16694343090057373,0.10246525704860687,0.3336166040599346,0.65,0.23,0.05,0.45,0.0,0.13,9.0,0.1,1,1.2,0,2.0,1.0,0.0
327108,0,default,100,0.7980232834815979,0.33590662479400635,1.0061076372640668e-17,0.9999997615814209,0.9999999403953552,0.7586925625801086,0.2744893431663513,0.06075824424624443,0.9993709772825241,1.0,100,,,,,,,,,0.5701645502448082,0.22623900636328473,0.49057650566101074,0.20141269266605377,0.10097833722829819,0.3455307533359155,0.63,0.21,0.0,0.45,0.0,0.12,9.0,0.1,1,1.2,0,2.0,1.0,0.0
463548,0,default,100,0.7987428903579712,0.3251015543937683,0.001336280140094459,0.9999957382678986,0.9999996423721313,0.7811759114265442,0.23017829656600952,0.12599536776542664,0.9991726845502853,0.9999781250953674,100,,,,,,,,,0.558625677227974,0.21262532118941635,0.5168259143829346,0.16785477101802826,0.1015726774930954,0.3613460424169898,0.69,0.16,0.01,0.38,0.0,0.08,9.0,0.1,1,1.2,0,2.0,1.0,0.0
228786,0,default,100,0.8858205676078796,0.23796242475509644,3.0235358661201417e-10,0.9999978065490722,0.9999999403953552,0.7546727061271667,0.2511483132839203,0.07313130050897598,0.9991656094789505,0.9999962449073792,100,,,,,,,,,0.5687447419762611,0.21591887997696177,0.5028454065322876,0.20041793584823608,0.10783787816762924,0.356963538932614,0.7,0.21,0.01,0.44,0.0,0.09,9.0,0.1,1,1.2,0,2.0,1.0,0.0
565450,0,default,100,0.8509814739227295,0.2848829925060272,8.028080695880735e-13,0.9999973773956299,0.9999994039535522,0.7587569355964661,0.2574322819709778,0.036338794976472855,0.9993103057146072,0.9999998807907104,100,,,,,,,,,0.5703118419647217,0.20743876287480817,0.5105752348899841,0.2141648828983307,0.1006193608045578,0.3644913999736309,0.73,0.21,0.04,0.42,0.0,0.07,9.0,0.1,1,1.2,0,2.0,1.0,0.0
981450,0,default,100,0.8274098038673401,0.32092970609664917,4.0412749535700954e-11,0.9999991059303284,1.0,0.7316130995750427,0.29769858717918396,0.038636770099401474,0.9994886726140976,0.9999999403953552,100,,,,,,,,,0.583193222284317,0.2146456648489891,0.4812001883983612,0.21553075313568115,0.10200051218271255,0.348946273252368,0.75,0.26,0.07,0.46,0.0,0.07,9.0,0.1,1,1.2,0,2.0,1.0,0.0
199028,0,default,100,0.8546908497810364,0.2901850938796997,1.5679077827734922e-11,0.9999991238117218,1.0,0.7533118724822998,0.2510002851486206,0.05475309118628502,0.9999563992023468,1.0,100,,,,,,,,,0.5695350116491318,0.2055074210290877,0.5115033388137817,0.17743484675884247,0.10761815309524536,0.35829686898738144,0.73,0.25,0.06,0.43,0.0,0.07,9.0,0.1,1,1.2,0,2.0,1.0,0.0
