batch,run,preset,count,mean_attunement,std_attunement,att_min,att_p95,att_max,mean_stress,std_stress,stress_min,stress_p95,stress_max,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
674328,0,default,5000,0.00547006307169795,0.017143364995718002,2.1304884967321414e-07,0.030347172170877457,0.1919218897819519,0.6218494772911072,0.12513062357902527,0.2979598939418793,0.8146677315235138,0.9272888898849487,5000,,,,,,,,,0.6628193014579045,0.18132326829885065,0.4993549585342407,0.9626380801200867,0.053192514926195145,0.490710902683285,0.007993605115907274,0.290167865707434,0.0007993605115907274,0.40367705835331735,0.0007993605115907274,0.026378896882494004,0.11,0.6,1,1.2,0,2.0,1.0,0.0
674328,1,default,5000,0.006670498754829168,0.022021565586328506,7.853095951304567e-08,0.03458378463983536,0.5067121386528015,0.6200242042541504,0.12687334418296814,0.30570122599601746,0.8284085392951965,0.9144121408462524,5000,,,,,,,,,0.6620317361861777,0.18077683854725088,0.5009675621986389,0.9573202729225159,0.0539604015648365,0.4558180324780903,0.011191047162270184,0.29096722621902477,0.0,0.3964828137490008,0.0007993605115907274,0.03597122302158273,0.11,0.6,1,1.2,0,2.0,1.0,0.0
674328,3,default,5000,0.005102800205349922,0.017082454636693,2.819361966110989e-10,0.027879217639565468,0.13560117781162262,0.6205604076385498,0.12452702224254608,0.28379496932029724,0.824176162481308,0.9119059443473816,5000,,,,,,,,,0.6619383654863142,0.19122437632392222,0.5081531405448914,0.9623334407806396,0.0532345287501812,0.5089412637986988,0.004796163069544364,0.3037569944044764,0.0007993605115907274,0.4324540367705835,0.0007993605115907274,0.016786570743405275,0.11,0.6,1,1.2,0,2.0,1.0,0.0
674328,4,default,5000,0.00696961535140872,0.0253041572868824,3.0387764127226546e-07,0.0312523627653718,0.21012793481349945,0.6185314655303955,0.12432512640953064,0.3297211229801178,0.8212277889251709,0.9035137891769409,5000,,,,,,,,,0.6626234609160206,0.18466762120486638,0.4966813623905182,0.9470643997192383,0.05393573269248009,0.47070582522835724,0.004796163069544364,0.30775379696243005,0.0,0.4196642685851319,0.002398081534772182,0.032773780975219824,0.11,0.6,1,1.2,0,2.0,1.0,0.0
674328,2,default,5000,0.005996346473693848,0.020134933292865753,4.223837777317385e-07,0.036520183086395264,0.2965993285179138,0.6220496296882629,0.12693636119365692,0.314034640789032,0.8258299231529236,0.8987399935722351,5000,,,,,,,,,0.6613885290045246,0.19024795684101314,0.5066896677017212,0.9670338034629822,0.05387188494205475,0.4757215297903023,0.009592326139088728,0.30455635491606714,0.0007993605115907274,0.42206235011990406,0.0015987210231814548,0.04476418864908074,0.11,0.6,1,1.2,0,2.0,1.0,0.0

batch,run,mean_attunement,std_attunement,mean_stress,std_stress
674328,0,0.00547006307169795,0.017143364995718002,0.6218494772911072,0.12513062357902527
674328,1,0.006670498754829168,0.022021565586328506,0.6200242042541504,0.12687334418296814
674328,2,0.005996346473693848,0.020134933292865753,0.6220496296882629,0.12693636119365692
674328,3,0.005102800205349922,0.017082454636693,0.6205604076385498,0.12452702224254608
674328,4,0.00696961535140872,0.0253041572868824,0.6185314655303955,0.12432512640953064
