batch,run,preset,count,mean_attunement,std_attunement,mean_stress,std_stress,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
770953,0,default_theory,5000,0.0026067469734698534,0.010344499722123146,0.621783971786499,0.12500935792922974,0.6623117971143944,0.18192948799349093,0.5051910877227783,0.9625450968742371,0.05327065289020538,0.4932851602567537,0.9808153477218226,0.2981614708233413,0.0007993605115907274,0.42046362909672264,0.0031974420463629096,0.019184652278177457,5000,,,,,,,,,,,,,,,,
