batch,run,preset,count,mean_attunement,std_attunement,att_min,att_p95,att_max,mean_stress,std_stress,stress_min,stress_p95,stress_max,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
128459,2,default,100000,0.02118537761271,0.05841365456581116,7.328578988108347e-08,0.11200829446315742,0.5396282076835632,0.6204712986946106,0.12666228413581848,0.3087078332901001,0.8238385438919066,0.9214324355125427,0.6649053860779907,0.1827354186685452,0.4961860775947571,0.9585078358650208,0.05244816467165947,0.44178881891597926,0.022757697456492636,0.3192771084337349,0.006693440428380187,0.4323962516733601,0.0006693440428380187,0.03748326639892905,100000,,,,,,,,,0.11,0.6,1,1.2,0,2.0,1.0,0.0
