batch,run,preset,count,mean_attunement,std_attunement,att_min,att_p95,att_max,mean_stress,std_stress,stress_min,stress_p95,stress_max,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
737202,8,default_theory,10000,0.0050260210409760475,0.019384635612368584,2.8444604893707037e-08,0.025224611442536092,0.2600109875202179,0.621102511882782,0.12586884200572968,0.30204057693481445,0.8193800270557403,0.9132499098777771,0.6640654682071059,0.18109326725807603,0.4962998628616333,0.9488747119903564,0.05345579609274864,0.4155505170863304,0.9545454545454546,0.3195804195804196,0.0034965034965034965,0.41468531468531467,0.002797202797202797,0.045454545454545456,10000,,,,,,,,,,,,,,,,
