batch,run,preset,count,mean_attunement,std_attunement,att_min,att_p95,att_max,mean_stress,std_stress,stress_min,stress_p95,stress_max,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
773374,0,None,5000,0.00018945663759950548,0.0015325823333114386,3.7644571454770583e-16,0.00030058639822527766,0.04125891998410225,0.698444128036499,0.2659430205821991,0.028850112110376358,0.9866485595703125,0.999843418598175,0.6262651997075664,0.1883085255268073,0.49278315901756287,0.891788899898529,0.05376042053103447,0.4795304344043503,0.9640287769784173,0.2717825739408473,0.015187849720223821,0.38609112709832133,0.0015987210231814548,0.035171862509992005,5000,,,,,,,,,,,,,,,,
