batch,run,preset,count,mean_attunement,std_attunement,mean_stress,std_stress,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
243043,1,default_theory,5000,0.003135072998702526,0.012618458829820156,0.6208471655845642,0.1272365003824234,5000,,,,,,,,,0.6621788170078485,0.18306523060326088,0.4995204508304596,0.9246168732643127,0.05368870124220848,0.4853877204572328,0.9720223820943246,0.2981614708233413,0.003996802557953637,0.4132693844924061,0.0007993605115907274,0.027977617905675458,,,,,,,,
243043,0,default_theory,5000,0.0029872029554098845,0.01171600166708231,0.6214688420295715,0.12963590025901794,5000,,,,,,,,,0.6627094634145284,0.18177084615170136,0.49720242619514465,0.9655502438545227,0.05447932332754135,0.47764939769654335,0.9640287769784173,0.3173461231015188,0.0007993605115907274,0.4324540367705835,0.002398081534772182,0.03597122302158273,,,,,,,,

batch,run,mean_attunement,std_attunement,mean_stress,std_stress
243043,0,0.0029872029554098845,0.01171600166708231,0.6214688420295715,0.12963590025901794
243043,1,0.003135072998702526,0.012618458829820156,0.6208471655845642,0.1272365003824234
