batch,run,preset,count,mean_attunement,std_attunement,att_min,att_p95,att_max,mean_stress,std_stress,stress_min,stress_p95,stress_max,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
734399,0,None,2400,0.00025748874759301543,0.002554738661274314,5.749522023787777e-19,0.00018883845768868923,0.03590365871787071,0.6912680864334106,0.26498037576675415,0.013871856965124607,0.9855480194091797,0.9999998807907104,,,,,,,,,,0.6270507441075219,0.1838541124844088,0.4917248785495758,0.83730149269104,0.055256228893995285,0.5109857632324943,0.9683597002497918,0.28975853455453787,0.019983347210657785,0.4021648626144879,0.0008326394671107411,0.025811823480432972,,,,,,,,
