batch,run,preset,count,mean_attunement,std_attunement,mean_stress,std_stress,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
422084,0,default_theory,5000,0.0028514431323856115,0.01273677684366703,0.6197347640991211,0.12726394832134247,0.6610560094614586,0.18205282355148206,0.5078100562095642,0.9503270387649536,0.054298076778650284,0.5034274056864282,0.9784172661870504,0.3037569944044764,0.0007993605115907274,0.4284572342126299,0.0015987210231814548,0.02158273381294964,5000,,,,,,,,,,,,,,,,
