batch,run,preset,count,mean_attunement,std_attunement,att_min,att_p95,att_max,mean_stress,std_stress,stress_min,stress_p95,stress_max,mean_selection_confidence,mean_prediction_error,mean_ext_load,mean_mem_load,mean_affect_volatility,mean_salience,rate_action_executed,rate_semantic_micro_update,rate_semanticization,rate_self_model_update,rate_suppression_applied,rate_early_dismissal,total_ticks,salience_decay,highly_variable_rate,event_rate,memory_buffer_size,memory_decay,memory_prune_threshold,low_salience_var_rate,bin_size,theta0,theta_s_mult,gate_by_attunement,gate_temperature,replay_softmax,explore_error_gain,softmax_temp,explore_floor
960136,2,default_v2_calibrated,5000,0.6892591714859009,0.38485467433929443,4.96367738378467e-06,0.9999909996986389,0.9999998807907104,0.6968716979026794,0.2687024176120758,0.007169859018176794,0.985491156578064,0.9999977946281433,0.624929232825097,0.18302599549686996,0.4929409921169281,0.875838577747345,0.05470483377575874,0.4383510636267706,0.5795363709032774,0.2701838529176659,0.029576338928856916,0.37170263788968827,0.0007993605115907274,0.04716227018385292,5000,,,,,,,,,9.0,0.1,1,1.2,0,2.0,1.0,0.0
